coupon_price,coupon_status,coupon_type,coupon_expiration_date,coupon_qr_code_img_url,user_id,funding_id,created_date,modified_date
25879,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,7,11,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
39391,USED,SINGLE,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,85,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
30808,USED,GIFTCARD,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,44,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
43954,USED,SINGLE,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,18,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
45389,USED,SINGLE,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,8,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
45407,USED,SINGLE,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,70,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
10726,USED,GIFTCARD,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,99,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
24068,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,81,12,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
10244,USED,SINGLE,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,18,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
10168,USED,GIFTCARD,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,3,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
43363,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,8,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
43931,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,84,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
27906,USED,SINGLE,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
24111,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,50,13,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
35667,USED,GIFTCARD,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,48,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
25299,USED,GIFTCARD,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,48,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
7212,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,61,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
48484,USED,GIFTCARD,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,56,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
31792,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
29740,USED,SINGLE,2023-12-03,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,3,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
11947,USED,GIFTCARD,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,2,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
38572,USED,SINGLE,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
3013,USED,GIFTCARD,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
16724,USED,SINGLE,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,14,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
24935,USED,GIFTCARD,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,63,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
28127,USED,GIFTCARD,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,92,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
12123,USED,SINGLE,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,17,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
6311,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,68,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
10256,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,27,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
3346,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,56,15,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
10548,USED,SINGLE,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,59,16,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
13404,USED,GIFTCARD,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,37,16,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
27716,USED,SINGLE,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,61,16,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
1634,USED,GIFTCARD,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,97,16,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
49890,USED,SINGLE,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,70,16,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
28757,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,65,17,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
29044,USED,GIFTCARD,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,96,17,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
46693,USED,SINGLE,2023-12-03,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,48,17,2023-11-14 10:55:48.743136,2023-11-14 10:55:48.743136
17944,USED,SINGLE,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,13,17,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
48300,USED,SINGLE,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,85,17,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
30571,USED,SINGLE,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,15,17,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
35547,USED,GIFTCARD,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,12,17,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
36305,USED,SINGLE,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,58,17,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
2209,USED,GIFTCARD,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,62,18,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
16023,USED,GIFTCARD,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,87,18,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
49109,USED,GIFTCARD,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,49,18,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
36244,USED,GIFTCARD,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,65,18,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
35950,USED,GIFTCARD,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,7,18,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
5632,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,18,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
36005,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,21,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
13937,USED,GIFTCARD,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,10,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
14103,USED,SINGLE,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,54,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
11537,USED,GIFTCARD,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,40,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
2838,USED,GIFTCARD,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,1,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
8583,USED,SINGLE,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,84,19,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
32191,USED,SINGLE,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,90,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
38175,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,47,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
6059,USED,SINGLE,2023-11-21,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
31147,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
14586,USED,SINGLE,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,68,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
25238,USED,GIFTCARD,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,60,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
21501,USED,GIFTCARD,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,76,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
42995,USED,SINGLE,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,96,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
8756,USED,GIFTCARD,2023-12-08,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,21,20,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
43978,USED,SINGLE,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,45,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
43512,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,100,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
13246,USED,SINGLE,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,20,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
13812,USED,GIFTCARD,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,36,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
9630,USED,SINGLE,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,11,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
25157,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,28,21,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
28244,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,32,22,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
5460,USED,GIFTCARD,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,4,22,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
42036,USED,GIFTCARD,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,62,22,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
10380,USED,GIFTCARD,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,22,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
20608,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,71,22,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
42467,USED,SINGLE,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,62,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
10864,USED,SINGLE,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,88,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
2095,USED,SINGLE,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,33,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
43053,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,88,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
16699,USED,SINGLE,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,79,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
13490,USED,GIFTCARD,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
34815,USED,GIFTCARD,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
42268,USED,GIFTCARD,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,73,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
1639,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,6,23,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
39319,USED,GIFTCARD,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,35,24,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
5699,USED,SINGLE,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,24,2023-11-14 10:55:48.744135,2023-11-14 10:55:48.744135
